Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
2017-05-31T00:00:00.000,Complete,Special Event,Commercial,,PAX West 2017 [Street Use],S17SE364,09/01/2017 12:00:00 AM,09/04/2017 12:00:00 AM,,Downtown,7,West,Penny Arcade,75000
2017-07-03T00:00:00.000,Complete,Special Event,Commercial,,Bumbershoot Production and Staging 2017,S17SE417,08/25/2017 12:00:00 AM,09/07/2017 12:00:00 AM,,Lower Queen Anne,7,West,"AEG Presents NW, LLC",1800
2017-03-29T00:00:00.000,Complete,Special Event,Community,,Happy Hour in Westlake Park (9.7),S17SE241,09/07/2017 12:00:00 AM,09/07/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Metropolitan Improvement District,410
2017-08-31T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Gen Next (9.7),S17SE484,09/07/2017 12:00:00 AM,09/07/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,20
2017-06-15T00:00:00.000,Complete,Special Event,Commercial,,HRS Back to School Picnic,S17SE406,09/08/2017 12:00:00 AM,09/08/2017 12:00:00 AM,,Beacon Hill,3,South,Hamlin Robinson School,500
2017-08-23T00:00:00.000,Complete,Special Event,Community,,C-ID Night Market,S17SE479,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,International District,2,West,Chinatown-International District Business Improvement Area,10150
2017-06-30T00:00:00.000,Complete,Special Event,Community,,Leschi Art Walk,S17SE430,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Madrona / Leschi,3,West,Leschi Business Assn,
2017-08-22T00:00:00.000,Complete,Special Event,Community,,Seattle Drive Electric Week,S17SE477,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Seattle Office of Sustainability and Environment,910
2017-04-03T00:00:00.000,Complete,Special Event,Community,,SODO Flea (9.9),S17SE264,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2017-07-14T00:00:00.000,Complete,Special Event,Community,,St. Therese School & Parish 90th Anniversary Kick Off Celebration,S17SE445,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Madrona / Leschi,3,East,St. Therese Alumni Association,320
2017-02-20T00:00:00.000,Complete,Special Event,Community,,Sustainable Ballard Festival,S17SE143,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Ballard,6,North,Sustainable Ballard,4175
2017-07-31T00:00:00.000,Complete,Special Event,Community,,Van Haven 3,S17SE464,09/09/2017 12:00:00 AM,09/09/2017 12:00:00 AM,,Georgetown,2,South,TNE Network,560
2017-06-12T00:00:00.000,Complete,Special Event,Athletic,Other,Kickball Without Borders Fundraiser,S17SE379,09/10/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Woodland Park,Green Lake,6,North,Engineer's Without Borders - Puget Sound Professional Chapter,60
2016-12-14T00:00:00.000,Issued,Special Event,Mixed Free Speech,,San Gennaro Festival,S17SE037,09/08/2017 12:00:00 AM,09/10/2017 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation-Seattle,900
2017-04-12T00:00:00.000,Complete,Special Event,Community,,Seattle Design Festival Block Party,S17SE275,09/09/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Design In Public,2000
2017-03-15T00:00:00.000,Cancelled,Special Event,Community,,Sounders FC March to the Match (9.10),S17SE341,09/10/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-08-23T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Women of Wonder 10K & 5K Run & Walk,S17SE480,09/10/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro Motion Events,1450
2017-08-16T00:00:00.000,Complete,Special Event,Commercial,,Corson Building Wedding (9.15),S17SE476,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,,Georgetown,2,South,The Corson Building,45
2017-09-12T00:00:00.000,Cancelled,Special Event,Free Speech,,Protest against the illegal transfer of Abdikarin to Ethiopia,S17SE498,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,,Pioneer Square,3,West,Ogaden Youth and Students' Union,40
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (9.15),S17SE487,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-08-07T00:00:00.000,Complete,Special Event,Community,,7th Annual Rainier Court Community Festival,S17SE468,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Rainier Valley,2,South,Senior Housing Assistance Group,575
2017-04-03T00:00:00.000,Cancelled,Special Event,Commercial,,AMDEF,S17SE251,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Capitol Hill,3,East,Active Entertainment,
2017-07-19T00:00:00.000,Complete,Special Event,Commercial,,Ballard Oktoberfest,S17SE448,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Ballard,6,North,Reuben's Brews,
2017-09-11T00:00:00.000,Complete,Special Event,Free Speech,,End the Genocide / Rally for the Rohingya of Myanmar,S17SE497,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,Victor Steinbrueck Park,Downtown,7,West,Rufi Mallick,1000
2017-08-25T00:00:00.000,Complete,Special Event,Free Speech,,Rally for Disability Justice,S17SE482,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Downtown,7,West,SEIU 775,550
2017-06-06T00:00:00.000,Complete,Special Event,Community,,Seattle Fiestas Patrias,S17SE372,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,South Park,1,Southwest,Seattle Fiestas Patrias,850
2017-03-24T00:00:00.000,Complete,Special Event,Community,,South Lake Union Saturday Market,S17MY229,05/06/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Market Place,1080
2017-05-09T00:00:00.000,Complete,Special Event,Community,,St. Benedict Wallingford Wurst Festival,S17SE320,09/15/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,Wallingford,4,North,St. Benedict School and Parish,4800
2017-04-28T00:00:00.000,Cancelled,Special Event,Community,,Summer Parkways 2017,S17SE301,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,,"SODO, Downtown, South Lake Union",27,South,Cascade Bicycle Club,15600
2017-06-06T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,"UNCF Walk, Run, Bike for Education",S17SE369,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,Genessee Park,Columbia City,2,South,United Negro College Fund,275
2017-06-30T00:00:00.000,Complete,Special Event,Commercial,,Boats Afloat Show,S17SE429,09/14/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Northwest Yacht Brokers Association,5880
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (9.17),S17SE422,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-07-31T00:00:00.000,Complete,Special Event,Community,,Hub Fest 2017: Function in the Junction,S17SE463,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,Mt. Baker / North Rainier,2,South,Mt Baker Hub Business Association,465
2017-06-16T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,Row for the Cure - Seattle,S17SE407,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,,North,Row for the Cure,
2016-12-05T00:00:00.000,Complete,Special Event,Athletic,Water,Seattle Row for the Cure,S17SE020,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,Gas Works Park,Fremont,6,North,George Pocock Rowing Foundation,500
2017-09-14T00:00:00.000,Complete,Special Event,Free Speech,,Supporting Michael Bennett Rally,S17SE499,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,International District,2,West,NAACP,300
2017-04-17T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,The Susan G. Komen Seattle 3-Day,S17SE280,09/15/2017 12:00:00 AM,09/17/2017 12:00:00 AM,,Multiple Neighborhoods,7,West,The Susan G. Komen Breast Cancer Foundation,15550
2017-03-29T00:00:00.000,Complete,Special Event,Community,,Happy Hour in Westlake Park (9.21),S17SE242,09/21/2017 12:00:00 AM,09/21/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Metropolitan Improvement District,410
2017-07-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,2017 End AIDS Walk,S17SE419,09/23/2017 12:00:00 AM,09/23/2017 12:00:00 AM,Volunteer Park,Capitol Hill,3,East,Lifelong,1650
2017-08-31T00:00:00.000,Cancelled,Special Event,Community,,3rd Annual Great Pumpkin Weigh Off,S17SE485,09/23/2017 12:00:00 AM,09/23/2017 12:00:00 AM,,Georgetown,2,South,Elysian Brewing,224
2017-02-20T00:00:00.000,Complete,Special Event,Community,,Greek Community Block Party,S17SE150,09/23/2017 12:00:00 AM,09/23/2017 12:00:00 AM,,University District,4,North,Interfraternity Council and Panhellenic Council at the University of Washington,900
2017-05-30T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,Trot To Yacht 5K/10K/ Kid's Fun Run & Sunset Cruise,S17SE362,09/23/2017 12:00:00 AM,09/23/2017 12:00:00 AM,Golden Gardens Park,Sunset Hill,6,North,Flying Unicorn Racing,125
2017-05-11T00:00:00.000,Complete,Special Event,Community,,Bite of Broadview,S17SE322,09/22/2017 12:00:00 AM,09/24/2017 12:00:00 AM,,Broadview / Bitter Lake,5,North,Christ the King Church,2120
2017-06-05T00:00:00.000,Complete,Special Event,Commercial,,Fremont Oktoberfest,S17SE366,09/22/2017 12:00:00 AM,09/24/2017 12:00:00 AM,,Fremont,4,North,Bold Hat Productions,11950
2017-05-23T00:00:00.000,Complete,Special Event,Community,,Seattle Greek Festival 2017,S17SE334,09/22/2017 12:00:00 AM,09/24/2017 12:00:00 AM,,Montlake / Portage Bay,3,North,Saint Demetrios Greek Orthodox Church,4700
2016-10-04T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,The Orca Half,S17SE006,09/24/2017 12:00:00 AM,09/24/2017 12:00:00 AM,,West Seattle,1,West,Orca Running,1000
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (9.27),S17SE342,09/27/2017 12:00:00 AM,09/27/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-02-14T00:00:00.000,Complete,Special Event,Free Speech,,Mass of The Holy Spirit - Seattle University,S17SE129,09/28/2017 12:00:00 AM,09/28/2017 12:00:00 AM,,Capitol Hill,3,East,Seattle University,310
2017-09-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios (9.28),S17SE506,09/28/2017 12:00:00 AM,09/28/2017 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,50
2017-09-27T00:00:00.000,Complete,Special Event,Free Speech,,Student Walk Out in Defense of Immigrants,S17SE526,09/28/2017 12:00:00 AM,09/28/2017 12:00:00 AM,,Capitol Hill,3,"East, West",One America,200
2017-06-26T00:00:00.000,Complete,Special Event,Community,,Up Your Ave,S17SE440,09/29/2017 12:00:00 AM,09/29/2017 12:00:00 AM,,University District,4,North,The U District Partnership,925
2017-09-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Axis Pioneer Square,S17SE507,09/30/2017 12:00:00 AM,09/30/2017 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,100
2017-09-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (9.30),S17SE508,09/30/2017 12:00:00 AM,09/30/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,150
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (10.1),S17OC423,10/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-09-01T00:00:00.000,Complete,Special Event,Commercial,,Corson Building Wedding (10.1),S17OC486,10/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,,Georgetown,2,South,The Corson Building,76
2017-05-25T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (10.1),S17OC382,10/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,,Pioneer Square,3,West,Fuel Sports Eats and Beats,420
2016-11-09T00:00:00.000,Complete,Special Event,Athletic,Water,Tail of the Lake Regatta,S17OC008,10/01/2017 12:00:00 AM,10/01/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,4,West,Holy Names Academy Crew,1250
2017-09-21T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Premier on Pine,S17OC509,10/03/2017 12:00:00 AM,10/03/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,25
2017-09-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - 450 Alaskan Building,S17OC527,10/05/2017 12:00:00 AM,10/05/2017 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,50
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Emerald City Trapeez,S17OC516,10/05/2017 12:00:00 AM,10/05/2017 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,50
2017-07-03T00:00:00.000,Complete,Special Event,Commercial,,Toth Construction Annual Open Haus Oktoberfest,S17OC420,10/05/2017 12:00:00 AM,10/05/2017 12:00:00 AM,,Georgetown,2,South,"Toth Construction, Inc",715
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Act Theater,S17OC517,10/06/2017 12:00:00 AM,10/06/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (10.6),S17OC492,10/06/2017 12:00:00 AM,10/06/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-03-30T00:00:00.000,Complete,Special Event,Free Speech,,"Global March for Elephants, Rhinos and Lions",S17OC250,10/07/2017 12:00:00 AM,10/07/2017 12:00:00 AM,Multiple Parks,Belltown,7,West,Emerald City Pet Rescue,195
2017-06-28T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Glow in the Park - A Walk for the Animals,S17OC413,10/07/2017 12:00:00 AM,10/07/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,Seattle Humane,900
2017-07-28T00:00:00.000,Complete,Special Event,Community,,Double Tenth Flag Raising and Parade,S17OC462,10/08/2017 12:00:00 AM,10/08/2017 12:00:00 AM,Hing Hay Park,International District,2,West,Global Federation of Chinese Business Women (GFCBW),
2017-09-26T00:00:00.000,Complete,Special Event,Free Speech,,Asian American Pacific Islander Community Rally,S17OC513,10/09/2017 12:00:00 AM,10/09/2017 12:00:00 AM,,Columbia City,2,South,Asian Counseling and Referral Service,720
2017-09-08T00:00:00.000,Complete,Special Event,Free Speech,,Indigenous Peoples' Day Celebration March,S17OC488,10/09/2017 12:00:00 AM,10/09/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Canoes C/O Shannon Morrison,200
2017-10-04T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios (10.10),S17OC530,10/10/2017 12:00:00 AM,10/10/2017 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,110
2017-07-13T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,2017 Puget Sound Heart and Stroke Walk,S17OC438,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Lower Queen Anne,7,West,American Heart Association,
2017-08-14T00:00:00.000,Complete,Special Event,Free Speech,,A21 Walk for Freedom,S17OC473,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Downtown,7,West,City Church,215
2017-09-29T00:00:00.000,Complete,Special Event,Free Speech,,Nationwide Solidarity March for Peace - Seattle,S17OC528,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Pioneer Square,7,West,Nationwide Solidarity March for Peace,1600
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (10.14),S17OC519,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,50
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Seattle Opera,S17OC518,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Lower Queen Anne,7,West,Red Carpet Valet,30
2017-10-11T00:00:00.000,Cancelled,Valet Parking,,,Seattle Fashion Foundation - Seattle Fashion Week,S17OC534,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Seattle Fashion Foundation,150
2017-04-03T00:00:00.000,Complete,Special Event,Community,,SODO Flea (10.14),S17OC265,10/14/2017 12:00:00 AM,10/14/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2017-09-25T00:00:00.000,Complete,Special Event,Free Speech,,No Muslim Ban Ever,S17OC512,10/15/2017 12:00:00 AM,10/15/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Americans for Refugees and Immigrants,200
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boat House (10.15),S17OC520,10/15/2017 12:00:00 AM,10/15/2017 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (10.15),S17OC343,10/15/2017 12:00:00 AM,10/15/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-10-17T00:00:00.000,Complete,Valet Parking,,,Butler Valet - The Ruins (10.19),S17OC539,10/19/2017 12:00:00 AM,10/19/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
2017-10-06T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Holy Names,S17OC537,10/19/2017 12:00:00 AM,10/19/2017 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,45
2017-07-20T00:00:00.000,Complete,Special Event,Commercial,,KEXP R-Day,S17OC450,10/21/2017 12:00:00 AM,10/21/2017 12:00:00 AM,,Duwamish / SODO,2,South,KEXP,3020
2017-08-24T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Light the Night Walk,S17OC481,10/21/2017 12:00:00 AM,10/21/2017 12:00:00 AM,,Lower Queen Anne,7,West,Leukemia & Lymphoma Society,1600
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (10.22),S17OC344,10/22/2017 12:00:00 AM,10/22/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-09-07T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,University of Washington Dawg Dash,S17OC491,10/22/2017 12:00:00 AM,10/22/2017 12:00:00 AM,,University District,4,North,University of Washington,4730
2017-10-17T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Bay Vista Tower Condo,S17OC540,10/24/2017 12:00:00 AM,10/24/2017 12:00:00 AM,,Belltown,7,West,Butler Valet,50
2017-07-05T00:00:00.000,Complete,Special Event,Commercial,,Open Rehearsal student concert (10.25),S17OC433,10/25/2017 12:00:00 AM,10/25/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,570
2017-10-06T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (10.26),S17OC536,10/26/2017 12:00:00 AM,10/26/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,150
2017-07-05T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert (10.27),S17OC421,10/27/2017 12:00:00 AM,10/27/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,286
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (10.27),S17OC493,10/27/2017 12:00:00 AM,10/27/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-09-11T00:00:00.000,Complete,Special Event,Community,,Dog-O-Ween 2017,S17OC501,10/28/2017 12:00:00 AM,10/28/2017 12:00:00 AM,Bell Street Park,Downtown,7,West,Seattle Parks and Recreation,530
2017-10-04T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Magnuson Series -- Halloween Run,S17OC533,10/28/2017 12:00:00 AM,10/28/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Earth Runs & Pro-Motion Events,282
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (10.29),S17OC424,10/29/2017 12:00:00 AM,10/29/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-09-21T00:00:00.000,Complete,Special Event,Commercial,,NFL Sponsorship Appreciation Event,S17OC511,10/29/2017 12:00:00 AM,10/29/2017 12:00:00 AM,,Pioneer Square,7,West,National Event Pros,250
2016-12-01T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,PurpleStride Puget Sound 2017,S17OC014,10/29/2017 12:00:00 AM,10/29/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Pancreatic Cancer Action Network,2600
2017-08-21T00:00:00.000,Complete,Special Event,Community,,West Seattle Harvest Festival,S17OC478,10/29/2017 12:00:00 AM,10/29/2017 12:00:00 AM,,West Seattle,1,Southwest,West Seattle Junction Association,916
2017-10-02T00:00:00.000,Complete,Special Event,Community,,Boo Bash at the Beach,S17OC529,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,Rainier Valley,2,South,Boo Bash at the Beach,4100
2017-09-20T00:00:00.000,Complete,Special Event,Community,,Downtown Dog Lounge Barktoberfest,S17OC510,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Downtown Dog Lounge,300
2017-07-10T00:00:00.000,Complete,Special Event,Community,,Magnolia Village Halloween Trick or Treat,S17OC435,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,Magnolia,1,South,Magnolia Chamber of Commerce,955
2017-08-14T00:00:00.000,Complete,Special Event,Community,,Trolloween 2017,S17OC474,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,Fremont,4,North,Fremont Arts Council,400
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Bell Harbor,S17NO521,11/02/2017 12:00:00 AM,11/02/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60
2017-10-24T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (11.2),S17NO546,11/02/2017 12:00:00 AM,11/02/2017 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Sounders FC,500
2017-09-26T00:00:00.000,Complete,Special Event,Free Speech,,Take Back the Night,S17NO515,11/02/2017 12:00:00 AM,11/02/2017 12:00:00 AM,,Capitol Hill,3,East,Cornish College of the Arts,130
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (11.3),S17NO522,11/03/2017 12:00:00 AM,11/03/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,100
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (11.3),S17NO494,11/03/2017 12:00:00 AM,11/03/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-10-10T00:00:00.000,Cancelled,Special Event,Free Speech,,Let My People Work,S17NO538,11/04/2017 12:00:00 AM,11/04/2017 12:00:00 AM,,Lower Queen Anne,7,West,"Sponsored by McBride, Scicchitano & Leacox, PC",3000
2017-10-18T00:00:00.000,Complete,Special Event,Free Speech,,"November 4, It Begins Drive out the TrumpPence regime",S17NO542,11/04/2017 12:00:00 AM,11/04/2017 12:00:00 AM,,Downtown,7,West,Refuse Fascism,900
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (11.5),S17NO425,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-07-24T00:00:00.000,Complete,Special Event,Athletic,Water,Head of the Lake,S17NO451,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",Lake Washington Rowing Club,2300
2017-10-26T00:00:00.000,Complete,Special Event,Free Speech,,No Nuclear War. This Nightmare Must End.,S17NO550,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,,Downtown,7,West,Refuse Fascism,900
2017-10-24T00:00:00.000,Complete,Special Event,Free Speech,,Not Your Mascot,S17NO544,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Idle No More Washington,325
2017-10-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Mercer,S17NO549,11/07/2017 12:00:00 AM,11/07/2017 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,50
2017-10-24T00:00:00.000,Complete,Special Event,Community,,Poetry on Buses Roadshow in celebration of Dia de los Muertos,S17NO545,11/09/2017 12:00:00 AM,11/09/2017 12:00:00 AM,,Beacon Hill,2,South,Office of Arts and Culture and 4Culture,50
2017-11-06T00:00:00.000,Complete,Special Event,Free Speech,,Protesting the Eritrean Regime's Atrocities,S17NO553,11/09/2017 12:00:00 AM,11/09/2017 12:00:00 AM,,Central District,3,East,"Eritreans for Unity, Justice and Salvation",
2017-11-07T00:00:00.000,Complete,Special Event,Free Speech,,No Nuclear War! This Nightmare Must End! The Trump/Pence Regime Must Go!,S17NO554,11/11/2017 12:00:00 AM,11/11/2017 12:00:00 AM,,Downtown,7,West,Refuse Fascism,300
2017-10-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Daniels Sanctuary,S17NO548,11/11/2017 12:00:00 AM,11/11/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,200
2017-04-03T00:00:00.000,Complete,Special Event,Community,,SODO Flea (11.11),S17NO266,11/11/2017 12:00:00 AM,11/11/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2017-08-30T00:00:00.000,Complete,Special Event,Commercial,,Cowabunga!,S17OC483,11/10/2017 12:00:00 AM,11/12/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Seattle Met & SagaCity Media,8550
2017-11-07T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Foundy (11.15),S17NO555,11/15/2017 12:00:00 AM,11/15/2017 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,15
2017-11-07T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (11.16),S17NO556,11/16/2017 12:00:00 AM,11/16/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,125
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (11.17),S17NO495,11/17/2017 12:00:00 AM,11/17/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-08-10T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,Amazon Turkey Trot,S17NO471,11/18/2017 12:00:00 AM,11/18/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Amazon.com,
2017-11-15T00:00:00.000,Complete,Special Event,Free Speech,,Break the Silence! Bring the Noise! The Trump/Pence Regime Must Go!,S17NO559,11/18/2017 12:00:00 AM,11/18/2017 12:00:00 AM,,Downtown,7,West,Refuse Facism,300
2017-09-14T00:00:00.000,Complete,Special Event,Commercial,,Grilled Cheese Grand Prix,S17NO503,11/17/2017 12:00:00 AM,11/18/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Piranha Blonde,5010
