Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
,Complete,Valet Parking,,,SIFF,S14MY141,05/15/2014 12:00:00 AM,05/15/2014 12:00:00 AM,,Queen Anne,,,Red Carpet Valet,250
,Complete,Valet Parking,,,Central Co Op,S14MY245,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,500
,Complete,Special Event,Athletic,Run/Walk,Fit for Life 5K and Run,S14MY133,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,Myrtle Edwards Park,Queen Anne,,,O-Fit Corporation,500
,Complete,Valet Parking,,,Seattle Public Library - 10th Anniversary,S14MY238,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Downtown,,,Butler Valet,400
,Complete,Special Event,Community,,Seattle's Norwegian 17th of May Parade,S14MY164,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Ballard,,,Seattle Norwegian 17th of May Committee,4500
,Complete,Special Event,Community,,Sounders FC March to the Match (5/17),S14MY247,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Sounders FC,705
,Complete,Special Event,Community,,Alki Summer Streets Party,S14MY090,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Alki Beach,West Seattle,,,SDOT,1525
,Complete,Valet Parking,,,Fred Hutchinson SoDo Park,S14MY142,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,Duwamish / SODO,,,Red Carpet Valet,150
,Complete,Special Event,Athletic,Run/Walk,Great Strides Seattle,S14MY156,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Myrtle Edwards Park,Queen Anne,,,Cystic Fibrosis Foundation,750
,Complete,Special Event,Athletic,Run/Walk,Nordstrom Beat the Bridge 8K Run and Walk,S14MY194,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,Downtown,,,Nordstrom,11000
,Complete,Special Event,Community,,University District StreetFair,S14MY170,05/17/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,University District,,,U District Partnership,50000
,Complete,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S14MY089,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Alki Beach,West Seattle,,,West Seattle High School PTSA,1600
,Cancelled,Special Event,Community,,Fremont Solstice Parade: Float Move to Staging [DUPLICATE],S14JU305,05/20/2014 12:00:00 AM,05/20/2014 12:00:00 AM,,Fremont,,,Fremont Arts Council,210
,Complete,Special Event,Community,,Greek Olympics,S14MY192,05/20/2014 12:00:00 AM,05/20/2014 12:00:00 AM,,University District,,,UW Panhellenic and IFC,525
,Complete,Special Event,Free Speech,,March Against Monsanto,S14MY153,05/24/2014 12:00:00 AM,05/24/2014 12:00:00 AM,Westlake Park,Downtown,,,March Against Monsanto,1015
,Complete,Special Event,Commercial,,SIFF Promo Vehicle,S14MY227,05/23/2014 12:00:00 AM,05/24/2014 12:00:00 AM,,Queen Anne,,,BeCore,1500
,Complete,Special Event,Free Speech,,Vietnamese Community Protests Against China Infringing on Vietnam's Water Territory,S14MY249,05/24/2014 12:00:00 AM,05/24/2014 12:00:00 AM,Seattle Center,Lower Queen Anne,,,Vietnamese American Community of Seattle & Sno-King Counties,490
,Complete,Special Event,Athletic,Run/Walk,Emerald City Run,S14MY010,05/25/2014 12:00:00 AM,05/25/2014 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,,,Total Health Event,850
,Complete,Special Event,Commercial,,Holy Names Academy Graduation,S14MY248,05/25/2014 12:00:00 AM,05/25/2014 12:00:00 AM,,Downtown,,,Downtown,170
,Complete,Special Event,Community,,Homeless Veteran's Day,S14MY180,05/26/2014 12:00:00 AM,05/26/2014 12:00:00 AM,,Pioneer Square,,,Bread of Life Mission,2500
,Complete,Special Event,Community,,Northwest Folklife Festival and Staging,S14MY088,05/20/2014 12:00:00 AM,05/28/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Northwest Folklife,1000
,Complete,Special Event,Community,,Bike to Work and Summer Streets Party,S14MY094,05/29/2014 12:00:00 AM,05/29/2014 12:00:00 AM,OTHER,Ballard,,,SDOT,825
,Complete,Special Event,Commercial,,A Night at the 5th Gala,S14MY213,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,,Downtown,,,5th Avenue Theatre,550
,Complete,Valet Parking,,,Chihuly Boat House (5/31),S14MY241,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,,Wallingford,,,SPPLUS,300
,Complete,Special Event,Community,,Sounders FC March to the Match (5/31),S14MY257,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,Susan G. Komen Race for the Cure,S14JU011,06/01/2014 12:00:00 AM,06/01/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Komen Puget Sound,10500
,Complete,Special Event,Community,,Admiral Totem Pole at Log House Museum Unveiling,S14JU229,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,West Seattle,,,Southwest Seattle Historical Society,920
,Complete,Special Event,Commercial,,Drink Pink at Café Campagne,S14JU237,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,Downtown,,,Café Campagne,60
,Complete,Special Event,Athletic,Run/Walk,Fremont 5K & Briefcase Relay,S14JU185,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,Burke Gilman Trail,Fremont,,,Pro-Motion Events,1250
,Complete,Valet Parking,,,Splash 2014,S14JU266,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,Downtown,,,Butler Valet,1000
,Complete,Special Event,Athletic,Run/Walk,LUNG FORCE Walk,S14JU132,06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,Denny Park,Cascade / Eastlake / South Lake Union,,,American Lung Association,650
,Complete,Special Event,Athletic,Cycling,Second Ascent Ballard Criterium,S14JU007,06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,,Ballard,,,Step Down Racing,500
,Cancelled,Special Event,Athletic,Run/Walk,Furry 5K Fun Run and Walk,S14JU198,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,,Seward Park,,,City of Seattle / Animal Shelter,2670
,Cancelled,Special Event,Athletic,Run/Walk,Garfield High School Bulldog Jog,S14JU186,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,,Multiple Neighborhoods,,,Garfield High School ASB,450
,Complete,Special Event,Athletic,Cycling,Seattle Bike and Brews,S14JU019,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,Myrtle Edwards Park,Downtown,,,Cascade Bicycle Club,995
,Complete,Special Event,Athletic,Run/Walk,Shore Run,S14JU175,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,OTHER,Madison Park,,,Orswell Events,3000
,Complete,Special Event,Commercial,,5th Avenue Theatre High School Musical Awards,S14JU258,06/09/2014 12:00:00 AM,06/09/2014 12:00:00 AM,,Downtown,,,5th Avenue Theatre,1510
,Complete,Valet Parking,,,Bullitt Center,S14JU268,06/10/2014 12:00:00 AM,06/10/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,100
,Complete,Valet Parking,,,Amanda Davis,S14JU269,06/11/2014 12:00:00 AM,06/11/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,75
,Complete,Special Event,Community,,Art on the Fly,S14JU168,06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,,Cascade / Eastlake / South Lake Union,,,Khambatta Dance Company,3070
,Complete,Special Event,Community,,Concerts at the Belltown ArtWalk (6.13),S14JU204,06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,Bell Street Park,Belltown,,,Metropolitan Improvement District,215
,Complete,Special Event,Community,,Georgetown Carnival,S14JU135,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Georgetown,,,Georgetown Merchants Association,10000
,Complete,Special Event,Community,,Leschi Art Walk,S14JU256,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Madrona / Leschi,,,Leschi Business Association,380
,Complete,Special Event,Community,,Roosevelt Neighborhood Parade,S14JU166,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Ravenna / Bryant,,,Roosevelt Band Boosters,180
,Complete,Special Event,Community,,Seattle Pride Picnic,S14JU114,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,Volunteer Park,Capitol Hill,,,Seattle Out and Proud,2070
,Complete,Special Event,Athletic,Run/Walk,Out of the Darkness Overnight,S14JU001,06/14/2014 12:00:00 AM,06/15/2014 12:00:00 AM,Seattle Center,Queen Anne,,,American Foundation for Suicide Prevention,1700
,Complete,Special Event,Community,,Seafair Kickoff,S14JU214,06/15/2014 12:00:00 AM,06/15/2014 12:00:00 AM,Westlake Park,Downtown,,,Seafair,400
,Cancelled,Valet Parking,,,Living Computer Musuem,S14JU311,06/18/2014 12:00:00 AM,06/18/2014 12:00:00 AM,,Duwamish / SODO,,,Red Carpet Valet,200
,Complete,Special Event,Community,,Fremont Solstice Parade: Float Move to Staging,S14JU309,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,,Fremont,,,Fremont Solstice Parade Float Move to Staging,210
,Complete,Special Event,Community,,Honk Fest West,S14JU176,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,,Georgetown,,,Honk Fest West,1700
,Complete,Special Event,Community,,Magnolia Neighborhood Fest,S14JU302,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,Magnolia Park,Magnolia,,,Magnolia Chamber of Commerce,220
,Complete,Special Event,Community,,Fremont Solstice Celebration,S14JU212,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Gas Works Park,Fremont,,,Fremont Arts Council,2000
,Complete,Special Event,Community,,Fremont Solstice Parade,S14JU211,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Gas Works Park,Fremont,,,Fremont Arts Council,32000
,Complete,Special Event,Community,,Morgan Junction Community Festival,S14JU174,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,OTHER,West Seattle,,,Morgan Community Association,750
,Complete,Special Event,Athletic,Run/Walk,"Rock 'n' Roll Seattle Marathon, 1/2 Marathon",S14JU246,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Multiple Parks,Multiple Neighborhoods,,,"Competitor Group, Inc.",25500
,Complete,Special Event,Community,,Fremont Fair,S14JU097,06/20/2014 12:00:00 AM,06/22/2014 12:00:00 AM,OTHER,Fremont,,,Bold Hat Productions,36050
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.22),S14JU209,06/22/2014 12:00:00 AM,06/22/2014 12:00:00 AM,,Pioneer Square,,,Fuel Sports Eats and Beats,420
,Complete,Special Event,Free Speech,,Iraqi Community of Washington,S14JU324,06/23/2014 12:00:00 AM,06/23/2014 12:00:00 AM,Westlake Park,Downtown,,,Iraqi Community of Washington,200
,Cancelled,Special Event,Commercial,,World Cup Showing by Tempero do Brasil,S14JU267,06/12/2014 12:00:00 AM,06/23/2014 12:00:00 AM,,University District,,,Tempero do Brasil,100
,Complete,Special Event,Free Speech,,RALLY to Save Public Education,S14JU197,06/26/2014 12:00:00 AM,06/26/2014 12:00:00 AM,,Downtown,,,WA Badass Teachers Association,310
,Complete,Special Event,Commercial,,Party in the Park (Set the Table for SAM),S14JU215,06/27/2014 12:00:00 AM,06/27/2014 12:00:00 AM,Olympic Sculpture Park,Downtown,,,Seattle Art Museum,600
,Complete,Special Event,Free Speech,,Trans Pride Seattle 2014,S14JU095,06/27/2014 12:00:00 AM,06/27/2014 12:00:00 AM,Cal Anderson Park,Capitol Hill,,,Gender Justice League,975
,Complete,Special Event,Mixed Free Speech,,Capitol Hill Pride Festival,S14JU075,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Northwest Museum of Legends and Lore,20020
,Complete,Special Event,Community,,Greenwood Car Show,S14JU161,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Greenwood / Phinney Ridge,,,Greenwood Knights Car Club,40000
,Complete,Special Event,Commercial,,Julia's Pride Event,S14JU191,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Julia's on Broadway,115
,Complete,Special Event,Commercial,,Neighbours Gay Pride Celebration,S14JU252,06/27/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Neighbours Gay Pride Celebration,630
,Complete,Special Event,Community,,PrideFest Capitol Hill Street Festival,S14JU065,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,Cal Anderson Park,Capitol Hill,,,One Degree Events,3540
,Complete,Special Event,Commercial,,Purr Pride Block Party,S14JU064,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Purr Cocktail Lounge,1040
,Complete,Special Event,Commercial,,Red Fest,S14JU216,06/27/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Georgetown,,,"Elysian Brewing Company, INC",2950
,Complete,Special Event,Free Speech,,RVNAF Day 2014 Parade,S14JU251,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,International District,,,RVNAF Veterans Confederation in Washington State,300
,Complete,Special Event,Free Speech,,Seattle Dyke March,S14JU093,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Seattle Dyke March,925
,Complete,Special Event,Community,,Seattle Seafair Pirates Landing,S14JU250,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,Alki Beach,West Seattle,,,Seattle Seafair Pirates,10218
,Complete,Special Event,Community,,South Park Bridge Grand Opening,S14JU306,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Georgetown,,,King County Road Services Division,8000
,Complete,Special Event,Commercial,,CUFF Pride Day Celebration,S14JU087,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,,Capitol Hill,,,CUFF Complex,4500
,Complete,Special Event,Community,,Pride Party in Tilikum Park,S14JU218,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,OTHER,Belltown,,,The 5 Point / KEXP,750
,Complete,Special Event,Mixed Free Speech,,Seattle Pride Parade and March,S14JU096,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,Westlake Park,Downtown,,,Seattle Out and Proud,352500
,Complete,Special Event,Commercial,,Wildrose Pride 2014,S14JU099,06/27/2014 12:00:00 AM,06/29/2014 12:00:00 AM,,Capitol Hill,,,Wildrose,6900
,Complete,Special Event,Athletic,Run/Walk,Firecracker 5000,S14JY270,07/03/2014 12:00:00 AM,07/03/2014 12:00:00 AM,,Queen Anne,,,"Pro-Motion Events, Inc.",1400
,Complete,Special Event,Community,,Admiral 4th of July Children's Parade,S14JY260,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,West Seattle,,,Holy Rosary Parish,1510
,Complete,Charter Vessel,,,Anchor Bay Charters - Seeker,CV14JY321,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Anchor Bay Charters,30
,Complete,Charter Vessel,,,Argosy - Celebrations,CV14JY315,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,100
,Complete,Charter Vessel,,,Argosy - Champagne Lady,CV14JY318,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,90
,Complete,Charter Vessel,,,Argosy - Goodtime 3,CV14JY316,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,170
,Cancelled,Charter Vessel,,,Argosy - Lady Mary,CV14JY314,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,170
,Complete,Charter Vessel,,,Argosy - Sightseer,CV14JY317,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,130
,Complete,Charter Vessel,,,Argosy Cruises - Lady Mary,CV14JY325,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Argosy LP,170
,Complete,Charter Vessel,,,Lake Union Charters - Trek,CV14JY342,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Lake Union Charters & Adventures,85
,Complete,Special Event,Citywide,,Seafair Summer Fourth,S14JY243,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,,,Seafair,65000
,Complete,Charter Vessel,,,"Seattle Ferry Service, LLC - Fremont Ave",CV14JY335,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Seattle Ferry Service LLC,30
,Complete,Charter Vessel,,,Spirit of 76,CV14JY323,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,S 76 Holdings LLC,100
,Complete,Charter Vessel,,,Sternwheeler - Christine W.,CV14JY322,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Sternwheeler Charters LLC,49
,Complete,Charter Vessel,,,Venture Charters -Joker,CV14JY343,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Venture Charters,20
,Complete,Charter Vessel,,,Waterways Cruises - Destiny,CV14JY344,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Waterways Cruises and Events,40
,Complete,Charter Vessel,,,Waterways Cruises - Emerald Star,CV14JY346,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Waterways Cruises and Events,107
,Complete,Charter Vessel,,,Waterways Cruises - Olympic Star,CV14JY345,07/04/2014 12:00:00 AM,07/04/2014 12:00:00 AM,,Fremont,,,Waterways Cruises and Events,76
,Complete,Special Event,Community,,Wallingford Family Festival (Festival),S14JY145,07/05/2014 12:00:00 AM,07/05/2014 12:00:00 AM,OTHER,Wallingford,,,Wallingford Community Senior Center,850
,Complete,Special Event,Community,,Wallingford Family Festival (Parade),S14JY146,07/05/2014 12:00:00 AM,07/05/2014 12:00:00 AM,OTHER,Wallingford,,,Wallingford Community Senior Center,2700
,Complete,Special Event,Community,,Lake Union Wooden Boat Festival,S14JY329,07/04/2014 12:00:00 AM,07/06/2014 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,,,Center for Wooden Boats,8750
,Complete,Special Event,Commercial,,Cannabis City Grand Opening,S14JY357,07/08/2014 12:00:00 AM,07/08/2014 12:00:00 AM,,Duwamish / SODO,,,Cannabis City,10000
,Complete,Special Event,Community,,Concerts at the Belltown ArtWalk (7.11),S14JY205,07/11/2014 12:00:00 AM,07/11/2014 12:00:00 AM,Bell Street Park,Belltown,,,Metropolitan Improvement District,215
,Complete,Valet Parking,,,Jungle Party 2014,S14JY358,07/11/2014 12:00:00 AM,07/11/2014 12:00:00 AM,,Greenwood / Phinney Ridge,,,Butler Valet,1000
,Complete,Special Event,Commercial,,Bastille Bash,S14JY181,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Madison Park,,,Madison Valley Merchants Association and Community Council,3650
,Complete,Special Event,Athletic,Run/Walk,Crown of Queen Anne Fun Run/Walk,S14JY101,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Queen Anne,,,Queen Anne Helpline,660
,Complete,Special Event,Free Speech,,Debre Genet Kidisti Sellassie Eritrean Orthodox Church,S14JY312,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Central District,,,Debre Genet Kidisti Sellassie Eritrean Orthodox Church,200
,Complete,Special Event,Community,,Madison Park Kiddie Parade,S14JY259,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,Madison Park,Madison Park,,,Madison Park Business Association,820
,Complete,Special Event,Community,,Queen Anne Childrens Parade,S14JY253,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Queen Anne,,,Queen Anne Chamber of Commerce,250
,Complete,Special Event,Athletic,Other,Seafair Battle for the Paddle,S14JY230,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,Greenlake Park,Green Lake,,,Seafair,4150
,Complete,Special Event,Athletic,Cycling,Seattle to Portland Bicycle Classic,S14JY033,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,Seward Park,Multiple Neighborhoods,,,Cascade Bicycle Club,9990
,Complete,Special Event,Community,,Ballard SeafoodFest,S14JY224,07/12/2014 12:00:00 AM,07/13/2014 12:00:00 AM,OTHER,Ballard,,,Ballard Chamber of Commerce,50000
,Complete,Special Event,Community,,Chinatown-ID Dragon Festival 2014,S14JY264,07/12/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Hing Hay Park,International District,,,Chinatown-ID BIA,24100
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (7.13),S14JY210,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,,Pioneer Square,,,Fuel Sports Eats and Beats,420
,Complete,Valet Parking,,,Parlor Live,S14JY361,07/11/2014 12:00:00 AM,07/13/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,100
,Complete,Special Event,Athletic,Run/Walk,See Jane Run Women's Half Marathon and 5K,S14JY219,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Gas Works Park,Wallingford,,,See Jane Run,4750
,Complete,Special Event,Athletic,Other,TruAthlete Seattle,S14JY031,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,,,"TruAthlete, LLC",600
,Complete,Special Event,Community,,Wedgwood Art Festival,S14JY079,07/12/2014 12:00:00 AM,07/13/2014 12:00:00 AM,,Wedgwood / View Ridge,,,Strazzanti Enterprises LLC,4160
,Complete,Special Event,Community,,West Seattle Summer Fest,S14JY222,07/11/2014 12:00:00 AM,07/13/2014 12:00:00 AM,OTHER,West Seattle,,,West Seattle Junction Association,30600
,Complete,Special Event,Community,,World Cup Viewing Party and March to the Match,S14JY242,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,930
,Complete,Special Event,Commercial,,Café Campagne's Bastille Day Celebration,S14JY347,07/14/2014 12:00:00 AM,07/14/2014 12:00:00 AM,,Downtown,,,Café Campagne,275
,Complete,Special Event,Community,,Go Klondike Legacy Day,S14JY239,07/17/2014 12:00:00 AM,07/17/2014 12:00:00 AM,,Pioneer Square,,,Klondike Gold Rush National Historical Park,770
,Complete,Special Event,Commercial,,Lexus Europe NX Launch,S14JY353,07/14/2014 12:00:00 AM,07/18/2014 12:00:00 AM,,Downtown,,,Reaction Management Inc.,125
,Complete,Valet Parking,,,Tom Douglas,S14JY377,07/18/2014 12:00:00 AM,07/18/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,70
,Complete,Special Event,Athletic,Other,Fat Salmon Open Water Swim,S14JY217,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,Madison Park,Madison Park,,,Green Lake Aqua Ducks,475
,Complete,Special Event,Athletic,Run/Walk,Refuse to Abuse 5K at Safeco Field,S14JY254,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,,Duwamish / SODO,,,Washington State Coalition Against Domestic Violence,2000
,Complete,Special Event,Athletic,Water,Seattle Dragon Boat Festival,S14JY356,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,,,Team Survivor NW and Can. Int'l Dragon Boat Fest. Society,850
,Complete,Special Event,Community,,Sounders FC March to the Match (7/19),S14JY369,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,West Seattle Float Dodger 5K,S14JY030,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,,West Seattle,,,Run for Good Racing Co.,700
,Complete,Special Event,Community,,West Seattle Grand Parade,S14JY221,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,,West Seattle,,,West Seattle Rotary Service Foundation,3500
,Complete,Special Event,Community,,Alki Art Fair,S14JY272,07/19/2014 12:00:00 AM,07/20/2014 12:00:00 AM,Alki Beach,West Seattle,,,Alki Art Fair,8180
,Complete,Special Event,Community,,Bon Odori Festival,S14JY261,07/19/2014 12:00:00 AM,07/20/2014 12:00:00 AM,,International District,,,Seattle Buddhist Church,4900
,Complete,Special Event,Community,,Chinatown Seafair Parade,S14JY310,07/20/2014 12:00:00 AM,07/20/2014 12:00:00 AM,,International District,,,The Greater Seattle Chinese Chamber of Commerce,9400
,Complete,Special Event,Athletic,Cycling,Georgetown Criterium,S14JY255,07/20/2014 12:00:00 AM,07/20/2014 12:00:00 AM,,Georgetown,,,Stranamanti Cycling,550
,Complete,Special Event,Athletic,Run/Walk,Seafair Triathlon and Expo,S14JY231,07/19/2014 12:00:00 AM,07/20/2014 12:00:00 AM,Seward Park,Seward Park,,,Seafair,3075
,Complete,Special Event,Community,,Bite of Seattle (Street Use/No Parking),S14JY220,07/14/2014 12:00:00 AM,07/21/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Festivals Inc.,3200
,Complete,Special Event,Community,,Greenwood Seafair Parade,S14JY040,07/23/2014 12:00:00 AM,07/23/2014 12:00:00 AM,,Greenwood / Phinney Ridge,,,Phinney Neighborhood Association,10000
,Complete,Special Event,Commercial,,Festival of Fountains (Street Use),S14JY262,07/25/2014 12:00:00 AM,07/25/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Pacific Science Center,550
,Complete,Special Event,Commercial,,New Belgium Clips Beer and Film Tour,S14JY081,07/25/2014 12:00:00 AM,07/25/2014 12:00:00 AM,Gas Works Park,Wallingford,,,New Belgium Brewing Company,2275
,Cancelled,Valet Parking,,,Parlor Live (7.24-7.26),S14JY385,07/24/2014 12:00:00 AM,07/26/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,100
,Complete,Special Event,Community,,Roosevelt Bull Moose Festival - Sustainable Living,S14JY240,07/26/2014 12:00:00 AM,07/26/2014 12:00:00 AM,,Ravenna / Bryant,,,Roosevelt Neighborhood Association,735
